"Magnitude ID";"User ID";"Obs Session ID";Shower;"Start Date";"End Date";"Mag N6";"Mag N5";"Mag N4";"Mag N3";"Mag N2";"Mag N1";"Mag 0";"Mag 1";"Mag 2";"Mag 3";"Mag 4";"Mag 5";"Mag 6";"Mag 7"
286826;426;79796;QUA;"2020-01-03 02:35:00";"2020-01-03 02:50:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286827;426;79796;SPO;"2020-01-03 02:35:00";"2020-01-03 02:50:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;2.00;0.00;0.00
286828;426;79797;QUA;"2020-01-04 05:45:00";"2020-01-04 06:00:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;2.00;2.00;3.00;3.00;0.00;0.00
286829;426;79797;QUA;"2020-01-04 06:00:00";"2020-01-04 06:15:00";0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;4.00;5.00;0.00;0.00;0.00
286830;426;79797;QUA;"2020-01-04 06:15:00";"2020-01-04 06:30:00";0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;2.00;9.00;2.00;2.00;2.00;0.00
286831;426;79797;QUA;"2020-01-04 06:30:00";"2020-01-04 06:45:00";0.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;3.00;3.00;9.00;2.00;0.00;0.00
286832;426;79797;DLM;"2020-01-04 05:45:00";"2020-01-04 06:00:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286833;426;79797;DLM;"2020-01-04 06:00:00";"2020-01-04 06:15:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286834;426;79797;DLM;"2020-01-04 06:15:00";"2020-01-04 06:30:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286835;426;79797;DLM;"2020-01-04 06:30:00";"2020-01-04 06:45:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00
286836;426;79797;SPO;"2020-01-04 05:45:00";"2020-01-04 06:00:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00
286837;426;79797;SPO;"2020-01-04 06:00:00";"2020-01-04 06:15:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00
286838;426;79797;SPO;"2020-01-04 06:15:00";"2020-01-04 06:30:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;1.00;0.00;0.00;0.00
286839;426;79797;SPO;"2020-01-04 06:30:00";"2020-01-04 06:45:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;1.00;0.00;0.00;0.00
286840;7581;79798;ANT;"2020-01-03 23:40:00";"2020-01-04 00:15:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286841;7581;79798;QUA;"2020-01-03 23:40:00";"2020-01-04 00:15:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00
286842;7581;79798;DLM;"2020-01-03 23:40:00";"2020-01-04 00:15:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286843;7581;79798;SPO;"2020-01-03 23:40:00";"2020-01-04 00:15:00";0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00
286844;532;79799;QUA;"2020-01-04 04:47:00";"2020-01-04 05:06:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00
286845;532;79799;QUA;"2020-01-04 05:06:00";"2020-01-04 05:19:00";0.00;0.00;0.00;0.00;0.00;2.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00
286846;532;79799;QUA;"2020-01-04 05:19:00";"2020-01-04 05:30:00";0.00;0.00;0.00;1.00;0.00;0.00;1.00;2.00;2.00;1.00;0.00;0.00;0.00;0.00
286847;532;79799;QUA;"2020-01-04 05:30:00";"2020-01-04 05:51:00";0.00;0.00;0.00;0.00;1.00;1.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00
286848;532;79799;DLM;"2020-01-04 04:47:00";"2020-01-04 05:06:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286849;532;79799;DLM;"2020-01-04 05:06:00";"2020-01-04 05:19:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286850;532;79799;DLM;"2020-01-04 05:19:00";"2020-01-04 05:30:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00
286851;532;79799;DLM;"2020-01-04 05:30:00";"2020-01-04 05:51:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286852;532;79799;SPO;"2020-01-04 04:47:00";"2020-01-04 05:06:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286853;532;79799;SPO;"2020-01-04 05:06:00";"2020-01-04 05:19:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286854;532;79799;SPO;"2020-01-04 05:19:00";"2020-01-04 05:30:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286855;532;79799;SPO;"2020-01-04 05:30:00";"2020-01-04 05:51:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286856;7976;79800;QUA;"2020-01-04 04:05:00";"2020-01-04 04:30:00";0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;3.00;6.50;1.50;0.00;0.00
286857;7976;79800;QUA;"2020-01-04 04:30:00";"2020-01-04 04:54:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;3.50;4.50;12.00;3.00;0.00;0.00
286858;7976;79800;QUA;"2020-01-04 05:38:00";"2020-01-04 06:00:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.50;4.50;6.50;0.50;0.00;0.00
286859;7976;79800;QUA;"2020-01-04 06:00:00";"2020-01-04 06:22:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;3.50;7.00;1.00;0.00;0.00
286860;7976;79800;SPO;"2020-01-04 04:05:00";"2020-01-04 04:30:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00
286861;7976;79800;SPO;"2020-01-04 04:30:00";"2020-01-04 04:54:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00
286862;7976;79800;SPO;"2020-01-04 05:38:00";"2020-01-04 06:00:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286863;7976;79800;SPO;"2020-01-04 06:00:00";"2020-01-04 06:22:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00
286864;7205;79801;ANT;"2020-01-04 05:05:00";"2020-01-04 05:15:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286865;7205;79801;ANT;"2020-01-04 05:15:00";"2020-01-04 05:25:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286866;7205;79801;ANT;"2020-01-04 05:25:00";"2020-01-04 05:40:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286867;7205;79801;QUA;"2020-01-04 05:05:00";"2020-01-04 05:15:00";0.00;0.00;0.00;1.00;0.00;0.00;1.00;1.50;3.50;2.00;2.00;0.00;0.00;0.00
286868;7205;79801;QUA;"2020-01-04 05:15:00";"2020-01-04 05:25:00";0.00;0.00;0.00;0.00;1.00;0.00;1.00;2.00;2.00;2.00;2.00;0.00;0.00;0.00
286869;7205;79801;QUA;"2020-01-04 05:25:00";"2020-01-04 05:40:00";0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;3.00;2.00;0.00;0.00;0.00;0.00
286870;7205;79801;DLM;"2020-01-04 05:05:00";"2020-01-04 05:15:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00
286871;7205;79801;DLM;"2020-01-04 05:15:00";"2020-01-04 05:25:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286872;7205;79801;DLM;"2020-01-04 05:25:00";"2020-01-04 05:40:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286873;7205;79801;SPO;"2020-01-04 05:05:00";"2020-01-04 05:15:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286874;7205;79801;SPO;"2020-01-04 05:15:00";"2020-01-04 05:25:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00
286875;7205;79801;SPO;"2020-01-04 05:25:00";"2020-01-04 05:40:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286876;44;79802;ANT;"2020-01-03 22:50:00";"2020-01-04 00:35:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00
286877;44;79802;QUA;"2020-01-03 22:50:00";"2020-01-03 23:20:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00
286878;44;79802;QUA;"2020-01-03 23:20:00";"2020-01-03 23:57:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;1.00;1.00;0.00;2.00;0.00;0.00
286879;44;79802;QUA;"2020-01-04 00:00:00";"2020-01-04 00:35:00";0.00;0.00;0.00;0.00;0.00;0.00;0.50;4.50;4.00;1.00;1.00;0.00;0.00;0.00
286880;44;79802;DLM;"2020-01-03 22:50:00";"2020-01-04 00:35:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00
286881;44;79802;SPO;"2020-01-03 22:50:00";"2020-01-04 00:35:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;2.00;0.00;0.00
286882;44;79803;ANT;"2020-01-04 01:16:00";"2020-01-04 02:53:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00
286883;44;79803;QUA;"2020-01-04 01:16:00";"2020-01-04 01:35:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;3.00;2.00;0.00;0.00
286884;44;79803;QUA;"2020-01-04 01:55:00";"2020-01-04 02:27:00";0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.50;4.50;3.50;2.00;3.50;0.00;0.00
286885;44;79803;QUA;"2020-01-04 02:31:00";"2020-01-04 02:53:00";0.00;0.00;0.00;0.00;1.00;2.00;1.00;3.00;1.00;1.00;0.00;2.00;0.00;0.00
286886;44;79803;DLM;"2020-01-04 01:16:00";"2020-01-04 02:53:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00
286887;44;79803;SPO;"2020-01-04 01:16:00";"2020-01-04 02:53:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;2.00;0.00;0.00;0.00
286888;418;79804;ANT;"2020-01-04 07:30:00";"2020-01-04 08:00:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00
286889;418;79804;ANT;"2020-01-04 08:00:00";"2020-01-04 08:30:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00
286890;418;79804;ANT;"2020-01-04 08:30:00";"2020-01-04 09:00:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00
286891;418;79804;QUA;"2020-01-04 07:30:00";"2020-01-04 08:00:00";0.00;0.00;0.00;0.00;0.00;0.00;2.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00
286892;418;79804;QUA;"2020-01-04 08:00:00";"2020-01-04 08:30:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;4.00;0.00;1.00;0.00;0.00;0.00
286893;418;79804;QUA;"2020-01-04 08:30:00";"2020-01-04 09:00:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00
286894;418;79804;U547;"2020-01-04 07:30:00";"2020-01-04 08:00:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00
286895;418;79804;U547;"2020-01-04 08:00:00";"2020-01-04 08:30:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00
286896;418;79804;U547;"2020-01-04 08:30:00";"2020-01-04 09:00:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00
286897;418;79804;SPO;"2020-01-04 07:30:00";"2020-01-04 08:00:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00
286898;418;79804;SPO;"2020-01-04 08:00:00";"2020-01-04 08:30:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286899;418;79804;SPO;"2020-01-04 08:30:00";"2020-01-04 09:00:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;1.00;2.00;0.00;0.00;0.00
286900;399;79805;QUA;"2020-01-04 07:57:00";"2020-01-04 08:49:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.00;2.00;0.00;0.00;0.00;0.00;0.00
286901;399;79805;QUA;"2020-01-04 09:02:00";"2020-01-04 10:20:00";0.00;0.00;0.00;0.00;0.00;0.00;1.00;4.00;4.00;6.00;4.00;0.00;0.00;0.00
286902;399;79805;SPO;"2020-01-04 07:57:00";"2020-01-04 08:49:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286903;399;79805;SPO;"2020-01-04 09:02:00";"2020-01-04 10:20:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286904;82;79806;ANT;"2020-01-04 00:36:00";"2020-01-04 03:25:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.50;1.50;4.00;3.00;1.00;0.00
286905;82;79806;QUA;"2020-01-04 00:36:00";"2020-01-04 01:06:00";0.00;0.00;0.00;0.00;0.00;0.50;1.00;3.50;3.00;1.50;1.50;2.00;1.00;0.00
286906;82;79806;QUA;"2020-01-04 01:06:00";"2020-01-04 02:08:00";0.00;0.00;0.00;0.00;0.00;0.00;1.00;5.00;5.00;8.50;6.00;4.00;1.50;0.00
286907;82;79806;QUA;"2020-01-04 02:08:00";"2020-01-04 03:03:00";0.00;0.00;0.00;0.00;1.00;1.50;4.50;2.00;2.50;4.50;5.50;3.50;0.00;0.00
286908;82;79806;QUA;"2020-01-04 03:03:00";"2020-01-04 03:25:00";0.00;0.00;0.00;0.00;0.00;1.00;0.00;2.00;0.50;1.00;2.50;2.00;1.00;0.00
286909;82;79806;DLM;"2020-01-04 00:36:00";"2020-01-04 03:25:00";0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.50;0.00;1.00;3.00;1.00;0.00;0.00
286910;82;79806;SPO;"2020-01-04 00:36:00";"2020-01-04 03:25:00";0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.50;1.00;3.50;8.50;5.00;4.00;0.00
286911;7220;79807;ANT;"2020-01-04 03:30:00";"2020-01-04 06:10:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00
286912;7220;79807;QUA;"2020-01-04 03:30:00";"2020-01-04 04:00:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;2.00;2.00;2.00;0.00;0.00;0.00
286913;7220;79807;QUA;"2020-01-04 04:00:00";"2020-01-04 04:30:00";0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;2.00;2.00;1.00;1.00;0.00;0.00
286914;7220;79807;QUA;"2020-01-04 04:30:00";"2020-01-04 04:50:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;2.00;2.00;0.00;0.00;0.00
286915;7220;79807;QUA;"2020-01-04 05:14:00";"2020-01-04 05:40:00";0.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;6.00;2.00;3.00;1.00;0.00;0.00
286916;7220;79807;QUA;"2020-01-04 05:45:00";"2020-01-04 06:10:00";0.00;1.00;0.00;1.00;1.00;0.00;0.00;1.00;2.00;2.00;5.00;0.00;0.00;0.00
286917;7220;79807;SPO;"2020-01-04 03:30:00";"2020-01-04 06:10:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;7.00;5.00;0.00;0.00;0.00
286918;177;79808;U548;"2020-01-04 07:45:00";"2020-01-04 08:45:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00
286919;177;79808;U548;"2020-01-04 08:45:00";"2020-01-04 09:45:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286920;177;79808;U548;"2020-01-04 09:45:00";"2020-01-04 10:45:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286921;177;79808;U548;"2020-01-04 11:00:00";"2020-01-04 12:00:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286922;177;79808;U548;"2020-01-04 12:00:00";"2020-01-04 13:00:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286923;177;79808;U548;"2020-01-04 13:00:00";"2020-01-04 14:00:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286924;177;79808;ANT;"2020-01-04 07:45:00";"2020-01-04 08:45:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286925;177;79808;ANT;"2020-01-04 08:45:00";"2020-01-04 09:45:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00
286926;177;79808;ANT;"2020-01-04 09:45:00";"2020-01-04 10:45:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286927;177;79808;ANT;"2020-01-04 11:00:00";"2020-01-04 12:00:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
286928;177;79808;ANT;"2020-01-04 12:00:00";"2020-01-04 13:00:00";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
